,anual_total_use_day,date,precipitation,temp_max,temp_media,temp_min,wind_speed,dioxido_nitrogeno,season,weekend,day,month,year
279,6352,2015-03-29,0.0,23.0,17.0,11.1,1.9,26.0,Primavera,1,6,3,2015
280,6078,2015-03-30,0.0,26.7,19.8,13.0,2.5,42.0,Primavera,0,0,3,2015
281,6252,2015-03-31,0.0,26.6,19.3,12.0,1.4,59.0,Primavera,0,1,3,2015
282,5620,2015-04-01,0.0,22.3,16.0,9.8,1.9,28.0,Primavera,0,2,4,2015
283,4263,2015-04-02,0.0,23.6,15.6,7.7,1.9,20.0,Primavera,0,3,4,2015
284,4098,2015-04-03,0.0,24.0,18.2,12.3,1.7,19.0,Primavera,0,4,4,2015
285,4535,2015-04-04,0.0,22.0,15.9,9.8,3.1,18.0,Primavera,1,5,4,2015
286,5365,2015-04-05,0.0,23.7,16.4,9.0,1.4,17.0,Primavera,1,6,4,2015
287,6218,2015-04-06,0.0,21.2,15.4,9.6,1.9,23.0,Primavera,0,0,4,2015
288,6651,2015-04-07,0.0,18.3,13.2,8.2,3.1,21.0,Primavera,0,1,4,2015
289,6225,2015-04-08,0.0,18.0,12.4,6.7,3.3,22.0,Primavera,0,2,4,2015
290,4384,2015-04-09,5.8,10.8,8.4,6.1,2.5,35.0,Primavera,0,3,4,2015
291,7065,2015-04-10,0.0,16.6,12.6,8.5,1.1,36.0,Primavera,0,4,4,2015
292,7365,2015-04-11,0.0,22.0,15.9,9.8,2.5,25.0,Primavera,1,5,4,2015
293,7046,2015-04-12,0.0,21.2,16.0,10.8,2.5,21.0,Primavera,1,6,4,2015
294,6609,2015-04-13,0.0,23.0,17.8,12.7,4.7,28.0,Primavera,0,0,4,2015
295,7441,2015-04-14,0.1,24.5,18.2,11.8,4.2,31.0,Primavera,0,1,4,2015
296,6341,2015-04-15,18.2,18.8,15.1,11.4,1.9,31.0,Primavera,0,2,4,2015
297,6885,2015-04-16,0.0,16.7,13.4,10.2,2.8,24.0,Primavera,0,3,4,2015
298,8056,2015-04-17,0.0,20.0,15.8,11.6,1.7,24.0,Primavera,0,4,4,2015
299,7429,2015-04-18,0.0,18.9,14.0,9.2,3.1,29.0,Primavera,1,5,4,2015
300,6794,2015-04-19,0.0,18.8,13.0,7.2,0.8,14.0,Primavera,1,6,4,2015
301,6822,2015-04-20,0.0,21.3,15.0,8.6,2.2,34.0,Primavera,0,0,4,2015
302,7298,2015-04-21,0.0,22.1,17.0,12.0,3.6,26.0,Primavera,0,1,4,2015
303,7899,2015-04-22,0.0,21.6,16.7,11.8,2.2,20.0,Primavera,0,2,4,2015
304,8572,2015-04-23,0.0,23.6,17.0,10.4,1.7,38.0,Primavera,0,3,4,2015
305,8637,2015-04-24,0.0,22.5,17.3,12.1,1.7,45.0,Primavera,0,4,4,2015
306,7266,2015-04-25,5.5,18.8,15.2,11.6,2.8,14.0,Primavera,1,5,4,2015
307,3364,2015-04-26,17.5,15.0,12.1,9.2,0.6,19.0,Primavera,1,6,4,2015
308,6192,2015-04-27,0.0,16.6,12.3,8.0,2.2,19.0,Primavera,0,0,4,2015
309,7553,2015-04-28,0.0,19.5,14.0,8.6,2.2,26.0,Primavera,0,1,4,2015
310,8312,2015-04-29,0.0,20.8,15.7,10.6,2.2,21.0,Primavera,0,2,4,2015
311,8368,2015-04-30,0.0,23.0,16.5,10.0,1.7,34.0,Primavera,0,3,4,2015
312,6917,2015-05-01,0.0,23.7,18.3,12.9,1.9,16.0,Primavera,0,4,5,2015
313,6746,2015-05-02,0.0,26.4,20.3,14.2,2.8,16.0,Primavera,1,5,5,2015
314,6137,2015-05-03,0.1,21.4,19.1,16.8,1.4,19.0,Primavera,1,6,5,2015
315,7055,2015-05-04,0.0,26.9,20.8,14.6,2.2,29.0,Primavera,0,0,5,2015
316,7811,2015-05-05,0.0,21.0,16.2,11.5,3.1,11.0,Primavera,0,1,5,2015
317,8405,2015-05-06,0.0,23.0,16.2,9.4,1.4,25.0,Primavera,0,2,5,2015
318,8910,2015-05-07,0.0,28.2,19.6,11.1,1.9,50.0,Primavera,0,3,5,2015
319,9495,2015-05-08,0.0,24.7,18.8,12.9,3.3,22.0,Primavera,0,4,5,2015
320,9138,2015-05-09,0.0,28.2,20.6,13.0,1.4,34.0,Primavera,1,5,5,2015
321,8998,2015-05-10,0.0,31.5,24.0,16.4,1.7,41.0,Primavera,1,6,5,2015
322,8151,2015-05-11,0.0,32.4,24.8,17.2,1.4,38.0,Primavera,0,0,5,2015
323,8899,2015-05-12,0.0,33.3,25.2,17.2,1.7,43.0,Primavera,0,1,5,2015
324,9145,2015-05-13,0.0,35.5,27.5,19.5,2.2,66.0,Primavera,0,2,5,2015
325,9372,2015-05-14,0.0,32.5,24.4,16.4,2.5,35.0,Primavera,0,3,5,2015
326,7711,2015-05-15,0.0,23.0,17.4,11.8,3.9,11.0,Primavera,0,4,5,2015
327,7979,2015-05-16,0.0,27.7,19.0,10.4,2.8,13.0,Primavera,1,5,5,2015
328,7696,2015-05-17,0.0,30.0,21.8,13.6,1.7,17.0,Primavera,1,6,5,2015
329,8541,2015-05-18,0.0,31.6,24.0,16.4,2.2,25.0,Primavera,0,0,5,2015
330,8514,2015-05-19,0.0,22.8,16.6,10.4,5.0,22.0,Primavera,0,1,5,2015
331,8772,2015-05-20,0.0,21.6,14.5,7.4,2.8,15.0,Primavera,0,2,5,2015
332,8820,2015-05-21,0.0,22.3,15.4,8.4,2.8,14.0,Primavera,0,3,5,2015
333,8934,2015-05-22,0.0,22.7,15.2,7.7,3.3,16.0,Primavera,0,4,5,2015
334,8489,2015-05-23,0.0,23.8,16.6,9.5,3.6,11.0,Primavera,1,5,5,2015
335,8739,2015-05-24,0.0,24.7,18.0,11.4,2.5,10.0,Primavera,1,6,5,2015
336,8409,2015-05-25,0.0,25.8,19.8,13.7,1.9,17.0,Primavera,0,0,5,2015
337,9193,2015-05-26,0.0,27.9,20.2,12.5,2.8,18.0,Primavera,0,1,5,2015
338,9484,2015-05-27,0.0,29.3,21.3,13.3,3.1,21.0,Primavera,0,2,5,2015
339,9765,2015-05-28,0.0,31.3,23.8,16.2,1.4,28.0,Primavera,0,3,5,2015
340,9860,2015-05-29,0.0,30.4,23.8,17.1,2.2,34.0,Primavera,0,4,5,2015
341,8923,2015-05-30,0.0,29.9,22.4,15.0,1.9,27.0,Primavera,1,5,5,2015
342,9047,2015-05-31,0.0,30.8,23.6,16.3,1.9,17.0,Primavera,1,6,5,2015
343,8862,2015-06-01,0.0,31.5,24.4,17.4,2.2,27.0,Primavera,0,0,6,2015
344,9786,2015-06-02,0.0,32.6,25.5,18.4,1.9,28.0,Primavera,0,1,6,2015
345,10329,2015-06-03,0.0,33.6,26.7,19.8,2.5,28.0,Primavera,0,2,6,2015
346,9410,2015-06-04,0.0,32.3,25.8,19.2,1.4,13.0,Primavera,0,3,6,2015
347,9287,2015-06-05,0.0,32.2,25.1,18.0,1.7,23.0,Primavera,0,4,6,2015
348,8501,2015-06-06,0.0,34.0,26.7,19.4,1.7,20.0,Primavera,1,5,6,2015
349,8580,2015-06-07,0.0,34.1,27.6,21.2,2.5,16.0,Primavera,1,6,6,2015
350,9342,2015-06-08,0.0,33.0,26.4,19.8,1.7,25.0,Primavera,0,0,6,2015
351,9573,2015-06-09,0.7,32.3,25.4,18.4,2.5,23.0,Primavera,0,1,6,2015
352,8880,2015-06-10,9.1,27.3,22.2,17.0,1.7,31.0,Primavera,0,2,6,2015
353,8759,2015-06-11,20.7,22.5,19.0,15.4,2.2,30.0,Primavera,0,3,6,2015
354,10641,2015-06-12,0.0,23.0,18.8,14.5,3.3,19.0,Primavera,0,4,6,2015
355,9953,2015-06-13,0.0,22.1,18.6,15.1,2.5,20.0,Primavera,1,5,6,2015
356,8514,2015-06-14,2.8,22.4,17.5,12.6,2.5,9.0,Primavera,1,6,6,2015
357,7744,2015-06-15,2.2,20.6,16.1,11.6,0.3,21.0,Primavera,0,0,6,2015
358,10044,2015-06-16,0.0,25.4,19.0,12.6,1.4,23.0,Primavera,0,1,6,2015
359,10602,2015-06-17,0.0,26.8,20.7,14.6,2.5,20.0,Primavera,0,2,6,2015
360,11349,2015-06-18,0.0,30.0,22.4,14.7,1.9,22.0,Primavera,0,3,6,2015
361,11743,2015-06-19,0.0,32.4,25.0,17.7,2.2,22.0,Primavera,0,4,6,2015
362,10192,2015-06-20,0.0,33.7,25.5,17.3,1.7,19.0,Primavera,1,5,6,2015
363,9353,2015-06-21,0.1,35.1,27.6,20.0,1.9,17.0,Verano,1,6,6,2015
364,9903,2015-06-22,0.0,34.0,28.0,22.0,2.2,32.0,Verano,0,0,6,2015
365,9334,2015-06-23,9.0,31.6,25.3,19.0,1.7,25.0,Verano,0,1,6,2015
366,11459,2015-06-24,0.0,30.4,23.9,17.4,0.8,21.0,Verano,0,2,6,2015
367,12147,2015-06-25,0.0,32.8,26.0,19.3,1.7,28.0,Verano,0,3,6,2015
368,11479,2015-06-26,0.0,35.4,27.6,19.9,1.7,50.0,Verano,0,4,6,2015
369,9229,2015-06-27,0.0,37.3,29.0,20.8,1.9,33.0,Verano,1,5,6,2015
370,8935,2015-06-28,0.0,38.8,30.5,22.2,1.7,29.0,Verano,1,6,6,2015
371,9720,2015-06-29,0.0,39.3,32.1,24.9,1.1,29.0,Verano,0,0,6,2015
372,10530,2015-06-30,0.0,38.4,31.5,24.6,3.1,35.0,Verano,0,1,6,2015
373,11245,2015-07-01,0.0,35.6,29.2,22.7,2.2,23.0,Verano,0,2,7,2015
374,11512,2015-07-02,0.0,33.0,27.6,22.2,1.4,22.0,Verano,0,3,7,2015
375,11083,2015-07-03,0.0,36.5,29.4,22.4,2.8,19.0,Verano,0,4,7,2015
376,9401,2015-07-04,0.0,36.7,30.0,23.2,1.4,16.0,Verano,1,5,7,2015
377,7738,2015-07-05,0.0,37.1,30.3,23.5,1.9,24.0,Verano,1,6,7,2015
378,8826,2015-07-06,0.0,39.6,31.8,24.0,2.2,43.0,Verano,0,0,7,2015
379,9812,2015-07-07,0.0,38.3,30.6,22.8,3.1,41.0,Verano,0,1,7,2015
380,10855,2015-07-08,0.0,38.2,31.2,24.1,3.1,34.0,Verano,0,2,7,2015
381,12130,2015-07-09,0.0,38.9,30.4,22.0,2.5,25.0,Verano,0,3,7,2015
382,11325,2015-07-10,0.0,37.4,30.0,22.7,2.8,36.0,Verano,0,4,7,2015
383,9101,2015-07-11,0.0,37.4,29.9,22.4,1.9,22.0,Verano,1,5,7,2015
384,8299,2015-07-12,0.0,37.5,30.4,23.2,1.7,17.0,Verano,1,6,7,2015
385,10507,2015-07-13,0.0,38.6,31.4,24.2,1.7,26.0,Verano,0,0,7,2015
386,10979,2015-07-14,0.0,39.5,32.0,24.4,1.7,28.0,Verano,0,1,7,2015
387,11589,2015-07-15,0.0,39.4,32.0,24.5,1.4,31.0,Verano,0,2,7,2015
388,11593,2015-07-16,0.0,38.3,31.2,24.2,2.2,41.0,Verano,0,3,7,2015
389,10981,2015-07-17,0.0,36.3,31.0,25.6,1.4,24.0,Verano,0,4,7,2015
390,9142,2015-07-18,0.0,33.6,28.5,23.4,2.8,15.0,Verano,1,5,7,2015
391,8316,2015-07-19,0.0,34.4,28.4,22.4,1.1,15.0,Verano,1,6,7,2015
392,10049,2015-07-20,0.0,36.8,30.1,23.4,1.7,21.0,Verano,0,0,7,2015
393,10447,2015-07-21,0.0,37.3,30.0,22.8,2.5,27.0,Verano,0,1,7,2015
394,10544,2015-07-22,3.6,34.2,29.1,24.0,1.1,22.0,Verano,0,2,7,2015
395,11251,2015-07-23,0.0,36.9,29.2,21.6,2.5,25.0,Verano,0,3,7,2015
396,10465,2015-07-24,0.0,34.3,28.0,21.8,2.2,28.0,Verano,0,4,7,2015
397,8618,2015-07-25,0.0,33.8,26.9,20.0,1.4,14.0,Verano,1,5,7,2015
398,7977,2015-07-26,0.0,36.3,29.2,22.0,2.5,14.0,Verano,1,6,7,2015
399,9443,2015-07-27,0.0,37.6,30.6,23.7,1.7,19.0,Verano,0,0,7,2015
400,10363,2015-07-28,0.0,38.0,30.5,23.0,1.9,26.0,Verano,0,1,7,2015
401,10827,2015-07-29,0.0,36.8,29.6,22.5,2.2,23.0,Verano,0,2,7,2015
402,10578,2015-07-30,0.0,34.3,28.2,22.0,2.2,20.0,Verano,0,3,7,2015
403,9814,2015-07-31,0.0,30.5,25.0,19.6,3.1,19.0,Verano,0,4,7,2015
404,8081,2015-08-01,0.0,31.7,24.6,17.6,1.1,12.0,Verano,1,5,8,2015
405,7509,2015-08-02,0.0,34.6,27.9,21.2,1.9,16.0,Verano,1,6,8,2015
406,8437,2015-08-03,0.0,35.5,29.2,23.0,2.8,32.0,Verano,0,0,8,2015
407,8906,2015-08-04,0.0,34.5,28.0,21.5,1.7,15.0,Verano,0,1,8,2015
408,9327,2015-08-05,0.0,35.5,28.6,21.6,1.7,27.0,Verano,0,2,8,2015
409,9575,2015-08-06,0.0,37.2,28.5,19.8,2.8,36.0,Verano,0,3,8,2015
410,8671,2015-08-07,0.0,35.4,27.9,20.4,2.2,29.0,Verano,0,4,8,2015
411,7554,2015-08-08,0.0,33.6,27.1,20.6,2.8,15.0,Verano,1,5,8,2015
412,6969,2015-08-09,0.0,33.3,24.8,16.2,1.9,13.0,Verano,1,6,8,2015
413,7986,2015-08-10,0.0,36.8,27.7,18.6,1.7,22.0,Verano,0,0,8,2015
414,8750,2015-08-11,0.0,34.0,27.6,21.3,2.5,24.0,Verano,0,1,8,2015
415,9132,2015-08-12,0.0,32.6,26.2,19.8,1.4,22.0,Verano,0,2,8,2015
416,8974,2015-08-13,0.0,27.5,22.1,16.7,3.6,9.0,Verano,0,3,8,2015
417,8165,2015-08-14,0.0,27.0,21.0,15.0,1.9,12.0,Verano,0,4,8,2015
418,7000,2015-08-15,0.0,28.2,22.9,17.6,1.4,9.0,Verano,1,5,8,2015
419,6770,2015-08-16,0.0,29.5,23.5,17.5,1.7,9.0,Verano,1,6,8,2015
420,8362,2015-08-17,0.0,31.7,25.6,19.6,1.7,13.0,Verano,0,0,8,2015
421,8796,2015-08-18,0.0,32.3,25.8,19.2,1.7,14.0,Verano,0,1,8,2015
422,8910,2015-08-19,0.0,32.4,25.3,18.2,1.4,19.0,Verano,0,2,8,2015
423,9408,2015-08-20,0.0,34.2,27.0,19.8,1.4,26.0,Verano,0,3,8,2015
424,8737,2015-08-21,0.9,33.1,27.6,22.0,1.1,29.0,Verano,0,4,8,2015
425,7668,2015-08-22,0.0,31.7,24.6,17.4,2.5,13.0,Verano,1,5,8,2015
426,7911,2015-08-23,0.1,26.0,22.0,18.0,3.9,9.0,Verano,1,6,8,2015
427,8635,2015-08-24,0.0,24.8,19.2,13.6,2.2,9.0,Verano,0,0,8,2015
428,9397,2015-08-25,0.0,29.0,21.7,14.4,0.8,24.0,Verano,0,1,8,2015
429,10135,2015-08-26,0.0,32.1,25.4,18.6,1.7,33.0,Verano,0,2,8,2015
430,10421,2015-08-27,0.0,32.3,25.2,18.2,2.5,27.0,Verano,0,3,8,2015
431,10309,2015-08-28,0.0,34.2,25.6,17.0,1.4,38.0,Verano,0,4,8,2015
432,9433,2015-08-29,0.0,34.8,28.4,22.0,2.8,17.0,Verano,1,5,8,2015
433,8022,2015-08-30,2.3,34.8,28.2,21.5,2.5,11.0,Verano,1,6,8,2015
434,9601,2015-08-31,0.0,28.0,23.9,19.8,1.9,26.0,Verano,0,0,8,2015
435,11238,2015-09-01,0.0,30.0,24.0,18.0,1.7,30.0,Verano,0,1,9,2015
436,11942,2015-09-02,0.0,29.5,24.4,19.2,2.2,24.0,Verano,0,2,9,2015
437,12919,2015-09-03,0.0,26.5,21.6,16.7,1.1,17.0,Verano,0,3,9,2015
438,12253,2015-09-04,0.5,26.0,21.0,16.1,2.2,16.0,Verano,0,4,9,2015
439,10598,2015-09-05,0.0,26.8,20.2,13.5,1.4,14.0,Verano,1,5,9,2015
440,10629,2015-09-06,0.3,27.1,21.8,16.6,0.8,18.0,Verano,1,6,9,2015
441,10586,2015-09-07,0.7,27.3,21.8,16.2,2.2,26.0,Verano,0,0,9,2015
442,12325,2015-09-08,0.0,27.7,20.8,14.0,1.4,27.0,Verano,0,1,9,2015
443,12863,2015-09-09,0.0,28.2,21.8,15.5,2.5,39.0,Verano,0,2,9,2015
444,13747,2015-09-10,0.0,28.0,22.7,17.4,1.9,33.0,Verano,0,3,9,2015
445,13558,2015-09-11,0.0,30.1,23.4,16.8,2.2,33.0,Verano,0,4,9,2015
446,11419,2015-09-12,0.0,27.4,23.2,19.0,1.9,34.0,Verano,1,5,9,2015
447,10394,2015-09-13,0.0,24.4,20.6,16.8,3.6,10.0,Verano,1,6,9,2015
448,11076,2015-09-14,0.0,24.2,19.0,13.8,2.2,14.0,Verano,0,0,9,2015
449,10079,2015-09-15,0.9,19.8,17.1,14.4,2.2,20.0,Verano,0,1,9,2015
450,7669,2015-09-16,7.0,21.7,18.0,14.4,3.6,16.0,Verano,0,2,9,2015
451,11883,2015-09-17,0.0,20.0,15.0,10.0,1.9,20.0,Verano,0,3,9,2015
452,13478,2015-09-18,0.0,23.8,17.5,11.2,1.7,34.0,Verano,0,4,9,2015
453,12287,2015-09-19,0.0,25.4,19.3,13.2,0.8,32.0,Verano,1,5,9,2015
454,11685,2015-09-20,0.0,28.1,21.3,14.5,1.1,32.0,Verano,1,6,9,2015
455,12068,2015-09-21,0.0,29.0,21.5,14.0,1.7,41.0,Otoño,0,0,9,2015
456,13662,2015-09-22,0.0,28.4,21.0,13.7,1.7,40.0,Otoño,0,1,9,2015
457,13555,2015-09-23,0.0,24.1,19.6,15.0,3.1,24.0,Otoño,0,2,9,2015
458,14077,2015-09-24,0.0,27.1,20.6,14.1,1.4,38.0,Otoño,0,3,9,2015
459,14976,2015-09-25,0.0,28.9,22.4,16.0,1.4,,Otoño,0,4,9,2015
460,13485,2015-09-26,0.0,28.0,22.3,16.6,0.8,,Otoño,1,5,9,2015
461,12377,2015-09-27,0.0,26.5,21.2,16.0,0.3,31.0,Otoño,1,6,9,2015
462,11880,2015-09-28,0.0,24.2,19.0,13.8,1.4,25.0,Otoño,0,0,9,2015
463,12505,2015-09-29,0.0,23.6,18.2,12.7,1.7,28.0,Otoño,0,1,9,2015
464,13490,2015-09-30,0.0,23.4,19.4,15.3,1.1,29.0,Otoño,0,2,9,2015
465,13882,2015-10-01,0.0,25.0,18.7,12.4,1.9,49.0,Otoño,0,3,10,2015
466,15009,2015-10-02,0.0,25.5,19.8,14.0,1.9,29.0,Otoño,0,4,10,2015
467,13645,2015-10-03,0.2,23.7,19.1,14.5,1.1,36.0,Otoño,1,5,10,2015
468,11192,2015-10-04,4.2,22.0,18.8,15.5,2.2,24.0,Otoño,1,6,10,2015
469,9810,2015-10-05,16.3,22.4,19.6,16.7,4.2,19.0,Otoño,0,0,10,2015
470,12174,2015-10-06,0.0,20.7,17.4,14.0,3.3,15.0,Otoño,0,1,10,2015
471,12292,2015-10-07,0.0,20.2,16.2,12.2,0.6,31.0,Otoño,0,2,10,2015
472,13045,2015-10-08,0.0,22.0,16.8,11.6,0.8,37.0,Otoño,0,3,10,2015
473,13525,2015-10-09,0.0,21.5,16.7,11.9,1.4,47.0,Otoño,0,4,10,2015
474,11026,2015-10-10,3.8,22.3,16.6,10.8,1.7,42.0,Otoño,1,5,10,2015
475,9000,2015-10-11,0.3,19.8,16.8,13.7,1.9,16.0,Otoño,1,6,10,2015
476,10093,2015-10-12,0.0,21.8,18.2,14.6,0.6,16.0,Otoño,0,0,10,2015
477,8567,2015-10-13,2.3,15.7,13.4,11.2,1.9,34.0,Otoño,0,1,10,2015
478,11475,2015-10-14,0.0,17.2,12.3,7.4,0.8,38.0,Otoño,0,2,10,2015
479,12349,2015-10-15,0.0,19.1,13.3,7.5,0.8,48.0,Otoño,0,3,10,2015
480,13346,2015-10-16,0.0,20.0,14.0,8.0,0.6,60.0,Otoño,0,4,10,2015
481,9709,2015-10-17,8.4,22.6,17.6,12.7,1.1,38.0,Otoño,1,5,10,2015
482,6005,2015-10-18,20.9,18.3,16.0,13.6,0.8,27.0,Otoño,1,6,10,2015
483,8612,2015-10-19,0.5,19.0,16.1,13.2,1.4,32.0,Otoño,0,0,10,2015
484,11120,2015-10-20,0.0,20.0,15.7,11.4,2.8,32.0,Otoño,0,1,10,2015
485,11229,2015-10-21,0.0,16.2,11.5,6.8,0.8,36.0,Otoño,0,2,10,2015
486,11845,2015-10-22,0.0,18.8,13.0,7.2,1.1,58.0,Otoño,0,3,10,2015
487,12461,2015-10-23,0.0,18.4,13.8,9.3,1.1,53.0,Otoño,0,4,10,2015
488,12004,2015-10-24,0.0,20.1,15.8,11.6,0.6,52.0,Otoño,1,5,10,2015
489,11347,2015-10-25,0.0,20.4,16.9,13.4,1.7,31.0,Otoño,1,6,10,2015
490,8135,2015-10-26,0.8,18.2,15.6,13.0,1.4,27.0,Otoño,0,0,10,2015
491,8764,2015-10-27,2.8,16.5,12.8,9.2,3.1,25.0,Otoño,0,1,10,2015
492,9598,2015-10-28,0.1,15.3,11.9,8.5,2.8,22.0,Otoño,0,2,10,2015
493,11033,2015-10-29,0.0,16.3,13.9,11.5,1.1,32.0,Otoño,0,3,10,2015
494,12678,2015-10-30,0.0,20.3,15.6,10.9,1.4,44.0,Otoño,0,4,10,2015
495,11295,2015-10-31,0.0,19.7,15.8,12.0,1.7,30.0,Otoño,1,5,10,2015
496,9313,2015-11-01,17.5,19.0,16.6,14.1,2.8,20.0,Otoño,1,6,11,2015
497,4764,2015-11-02,11.7,15.0,12.4,9.9,2.5,29.0,Otoño,0,0,11,2015
498,8017,2015-11-03,0.2,13.8,11.5,9.2,1.7,30.0,Otoño,0,1,11,2015
499,8993,2015-11-04,0.5,16.0,13.4,10.9,0.8,42.0,Otoño,0,2,11,2015
500,10403,2015-11-05,0.0,17.3,14.6,12.0,1.1,37.0,Otoño,0,3,11,2015
501,11091,2015-11-06,0.0,19.4,15.4,11.3,0.6,54.0,Otoño,0,4,11,2015
502,10243,2015-11-07,0.0,21.4,16.4,11.5,0.8,43.0,Otoño,1,5,11,2015
503,9357,2015-11-08,0.0,20.8,16.7,12.6,1.7,36.0,Otoño,1,6,11,2015
504,8494,2015-11-09,0.0,20.6,15.8,10.9,0.8,43.0,Otoño,0,0,11,2015
505,10056,2015-11-10,0.0,19.2,14.3,9.4,1.1,67.0,Otoño,0,1,11,2015
506,10706,2015-11-11,0.0,19.3,13.8,8.4,0.6,71.0,Otoño,0,2,11,2015
507,11054,2015-11-12,0.0,19.2,13.4,7.7,0.8,65.0,Otoño,0,3,11,2015
508,12787,2015-11-13,0.0,19.2,13.7,8.2,0.8,61.0,Otoño,0,4,11,2015
509,11376,2015-11-14,0.0,16.3,13.0,9.6,0.8,0.0,Otoño,1,5,11,2015
510,10213,2015-11-15,0.0,17.2,12.2,7.2,0.6,0.0,Otoño,1,6,11,2015
511,9545,2015-11-16,0.0,16.0,11.4,6.7,0.8,0.0,Otoño,0,0,11,2015
512,10372,2015-11-17,0.0,15.5,10.6,5.7,0.6,61.0,Otoño,0,1,11,2015
513,10986,2015-11-18,0.0,18.3,12.2,6.0,0.3,71.0,Otoño,0,2,11,2015
514,11280,2015-11-19,0.0,19.0,13.8,8.5,0.6,62.0,Otoño,0,3,11,2015
515,12149,2015-11-20,0.0,18.7,13.3,7.9,0.6,66.0,Otoño,0,4,11,2015
516,9836,2015-11-21,0.6,15.9,10.2,4.4,2.5,21.0,Otoño,1,5,11,2015
517,7103,2015-11-22,0.0,9.0,6.2,3.3,2.2,21.0,Otoño,1,6,11,2015
518,7836,2015-11-23,0.0,10.2,6.4,2.7,2.2,34.0,Otoño,0,0,11,2015
519,8593,2015-11-24,0.0,10.6,6.3,2.0,0.6,67.0,Otoño,0,1,11,2015
520,9730,2015-11-25,0.0,15.8,11.7,7.6,2.5,27.0,Otoño,0,2,11,2015
521,10408,2015-11-26,0.0,15.7,11.0,6.2,2.2,52.0,Otoño,0,3,11,2015
522,11242,2015-11-27,0.0,15.8,11.4,7.0,1.4,52.0,Otoño,0,4,11,2015
523,10296,2015-11-28,0.0,15.4,10.2,5.0,1.1,58.0,Otoño,1,5,11,2015
524,8557,2015-11-29,0.0,12.6,7.5,2.4,0.3,57.0,Otoño,1,6,11,2015
525,8398,2015-11-30,0.0,14.5,8.0,1.5,0.6,80.0,Otoño,0,0,11,2015
526,9038,2015-12-01,0.0,14.0,8.3,2.6,0.6,75.0,Otoño,0,1,12,2015
527,9340,2015-12-02,0.0,13.2,8.4,3.7,0.3,111.0,Otoño,0,2,12,2015
528,10303,2015-12-03,0.0,14.7,9.5,4.3,0.6,78.0,Otoño,0,3,12,2015
529,10806,2015-12-04,0.0,16.3,11.2,6.2,0.3,85.0,Otoño,0,4,12,2015
530,9330,2015-12-05,0.0,16.6,11.7,6.8,0.8,75.0,Otoño,1,5,12,2015
531,8348,2015-12-06,0.0,15.1,10.5,5.9,0.6,46.0,Otoño,1,6,12,2015
532,7860,2015-12-07,0.0,11.7,9.4,7.0,1.1,51.0,Otoño,0,0,12,2015
533,7519,2015-12-08,0.0,13.8,10.5,7.2,0.6,54.0,Otoño,0,1,12,2015
534,9109,2015-12-09,0.0,14.5,11.4,8.4,1.7,50.0,Otoño,0,2,12,2015
535,9840,2015-12-10,0.0,13.1,10.2,7.3,1.4,54.0,Otoño,0,3,12,2015
536,11144,2015-12-11,0.0,13.5,11.0,8.5,1.4,48.0,Otoño,0,4,12,2015
537,9687,2015-12-12,0.0,11.5,10.0,8.5,0.8,35.0,Otoño,1,5,12,2015
538,8502,2015-12-13,0.0,12.2,8.6,5.1,0.8,56.0,Otoño,1,6,12,2015
539,7826,2015-12-14,0.2,14.1,11.4,8.8,1.4,49.0,Otoño,0,0,12,2015
540,9476,2015-12-15,0.0,15.3,11.6,8.0,0.6,58.0,Otoño,0,1,12,2015
541,9902,2015-12-16,0.0,15.5,10.8,6.2,0.6,64.0,Otoño,0,2,12,2015
542,10377,2015-12-17,0.0,14.8,10.4,6.0,0.0,73.0,Otoño,0,3,12,2015
543,10936,2015-12-18,0.0,14.9,11.0,7.1,0.3,79.0,Otoño,0,4,12,2015
544,10060,2015-12-19,0.0,15.4,10.8,6.3,0.8,71.0,Otoño,1,5,12,2015
545,8358,2015-12-20,0.0,15.3,10.8,6.4,0.8,51.0,Otoño,1,6,12,2015
546,8670,2015-12-21,0.0,13.3,9.2,5.0,0.8,66.0,Invierno,0,0,12,2015
547,9345,2015-12-22,0.0,14.6,9.6,4.5,0.6,73.0,Invierno,0,1,12,2015
548,8595,2015-12-23,0.0,14.2,9.4,4.6,0.3,77.0,Invierno,0,2,12,2015
549,4942,2015-12-24,0.0,10.0,6.6,3.2,0.3,64.0,Invierno,0,3,12,2015
550,3229,2015-12-25,0.0,13.2,8.0,2.9,0.3,55.0,Invierno,0,4,12,2015
551,4831,2015-12-26,0.0,11.1,7.3,3.5,0.3,47.0,Invierno,1,5,12,2015
552,5268,2015-12-27,0.0,13.5,9.4,5.4,2.2,35.0,Invierno,1,6,12,2015
553,4701,2015-12-28,3.3,14.1,10.2,6.2,2.2,44.0,Invierno,0,0,12,2015
554,6205,2015-12-29,0.0,10.6,8.1,5.6,1.1,40.0,Invierno,0,1,12,2015
555,6758,2015-12-30,0.5,10.4,8.6,6.8,0.3,38.0,Invierno,0,2,12,2015
556,4696,2015-12-31,0.1,12.2,10.7,9.2,1.4,42.0,Invierno,0,3,12,2015
557,3369,2016-01-01,3.2,14.4,11.3,8.2,1.9,31.0,Invierno,0,4,1,2016
558,4738,2016-01-02,0.0,11.4,8.2,5.0,1.9,21.0,Invierno,1,5,1,2016
